"ID"	"ORF"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"5313_at"	5313	0.0915881915999988	5.9269055097	1.36576637867161	0.186143069799613	0.566713032242331	-5.58174944151857
"57549_at"	57549	-0.198320071099999	8.53480687755	-1.3656277936553	0.186185938779192	0.566713032242331	-5.58192727826108
"6134_at"	6134	-0.042537545000001	6.9548754184	-1.36560199570113	0.186193919811642	0.566713032242331	-5.58196038135786
"26188_at"	26188	0.1017844691	5.26826336005	1.3654531946293	0.186239959219119	0.566760112272366	-5.58215130785069
"51164_at"	51164	-0.0699796420000016	8.2780552463	-1.36503627693216	0.186369002536547	0.567059730514532	-5.5826861618064
"93492_at"	93492	0.151724458999999	4.3665599377	1.36486627273953	0.186421642110193	0.567126817046419	-5.58290421699174
"1114_at"	1114	-0.0689753695999995	4.6956928118	-1.3644879798853	0.186538817757611	0.567205467826453	-5.58338935125322
"10297_at"	10297	0.0849579258999986	5.94913542165	1.36444053555497	0.186553517679782	0.567205467826453	-5.58345018736542
"494119_at"	494119	0.0934681378999986	4.48838425825	1.36426423830918	0.186608148797397	0.567205467826453	-5.58367623130465
"8935_at"	8935	-0.148312793800004	8.4810264404	-1.36412228434255	0.186652146793075	0.567205467826453	-5.58385822338552
"283152_at"	283152	0.0863556885000003	5.82962392615	1.36411128757695	0.186655555533761	0.567205467826453	-5.58387232112743
"64780_at"	64780	-0.0847450191999997	7.2978255995	-1.36407325692773	0.186667344527106	0.567205467826453	-5.58392107530073
"3908_at"	3908	0.0852586088000011	5.3122791552	1.36404766155303	0.186675279083045	0.567205467826453	-5.58395388717769
"1370_at"	1370	0.0625201733999985	3.679957734	1.3637491393949	0.186767840537136	0.567205467826453	-5.58433653828967
"4301_at"	4301	-0.0617793132000006	6.6617492143	-1.36369093512158	0.186785891909178	0.567205467826453	-5.5844111374178
"64940_at"	64940	-0.216840977200002	6.3964670938	-1.36368876475624	0.1867865650492	0.567205467826453	-5.58441391907548
"4947_at"	4947	-0.112824657300004	9.12803265815	-1.36362281758259	0.186807019516852	0.567205467826453	-5.5844984387754
"30832_at"	30832	0.0587571659999986	5.0342191326	1.36359825411649	0.186814638683226	0.567205467826453	-5.58452991911056
"8089_at"	8089	-0.199258092399999	8.6661179904	-1.36334064914177	0.186894558140465	0.567321291578072	-5.58486003493242
"440051_at"	440051	0.0905383289999984	6.1887265461	1.36327802947949	0.186913989371534	0.567321291578072	-5.58494027293958
"60386_at"	60386	-0.115028960800001	7.83698057	-1.36295324804991	0.187014796500541	0.567459037239234	-5.58535638370972
"25902_at"	25902	-0.120545877700001	10.03250753705	-1.36287142493483	0.187040199908718	0.567459037239234	-5.58546120260111
"11178_at"	11178	0.0638260030999991	5.65396317175	1.36283600042893	0.187051198908731	0.567459037239234	-5.58550658126648
"4803_at"	4803	-0.403238984000004	6.7532757555	-1.36247513629843	0.187163273220709	0.56770613910974	-5.58596879067223
"55164_at"	55164	-0.0577531836000027	6.4345230922	-1.36233279295684	0.187207495685063	0.56774738467289	-5.58615108161541
"10370_at"	10370	-0.218047265300006	8.47712740215	-1.36190529647853	0.187340357662392	0.567901005215079	-5.58669845595982
"5340_at"	5340	0.0908870378	4.7212816295	1.36156651507129	0.187445700752434	0.567901005215079	-5.5871321357466
"27099_at"	27099	-0.101505292399999	7.2850741727	-1.36150309171171	0.187465427264239	0.567901005215079	-5.58721331501895
"22845_at"	22845	-0.073756450600003	8.50230619	-1.3614897712557	0.187469570522504	0.567901005215079	-5.5872303642484
"1054_at"	1054	-0.128663856899999	10.33802234255	-1.36125706790366	0.187541963364241	0.567901005215079	-5.58752818533663
"29944_at"	29944	0.0652064490000015	6.1028901502	1.36125074591395	0.187543930411725	0.567901005215079	-5.58753627582368
"64111_at"	64111	-0.0673021955999991	3.5866365755	-1.36124846015077	0.187544641616628	0.567901005215079	-5.5875392009927
"9627_at"	9627	0.0784969119000012	5.02203755345	1.36124537825603	0.187545600537652	0.567901005215079	-5.58754314499189
"133015_at"	133015	-0.0906783568000025	5.8218748096	-1.36103680748362	0.187610505628546	0.567901005215079	-5.58781004229927
"388125_at"	388125	-0.0862656338999992	4.01447321175	-1.36101325698587	0.187617835418019	0.567901005215079	-5.58784017651019
"3101_at"	3101	0.101549257799997	7.7427613274	1.3609367829808	0.187641638529312	0.567901005215079	-5.58793802636933
"55869_at"	55869	-0.0698869595000016	7.07650446435	-1.36092241441384	0.187646111120601	0.567901005215079	-5.58795641069428
"1142_at"	1142	0.0970184533	3.90119328995	1.36080381589615	0.187683031221365	0.567901005215079	-5.58810814917303
"254552_at"	254552	-0.143871709700001	9.20800931675	-1.36079103932551	0.18768700895155	0.567901005215079	-5.5881244952376
"29109_at"	29109	-0.104888800100002	5.77672752275	-1.36064164149182	0.187733525929459	0.56794905959632	-5.58831562201487
"3768_at"	3768	0.0975773868000021	6.3850216713	1.3602705262714	0.187849116959583	0.568206033498728	-5.58879031895323
"54930_at"	54930	-0.145323566500004	9.30878462065	-1.36013888042072	0.187890134124517	0.568237389320459	-5.58895868232854
"3200_at"	3200	0.105022496599999	5.1628245527	1.35987237159514	0.18797319248782	0.56833943239833	-5.58929948171234
"3680_at"	3680	0.0655168852000019	5.6831029764	1.35978824958907	0.187999415414809	0.56833943239833	-5.58940704149841
"84960_at"	84960	0.0617191749999977	4.9759125065	1.35973555092004	0.188015844376663	0.56833943239833	-5.58947442004735
"57188_at"	57188	-0.243089111200002	5.1289822366	-1.35941313631536	0.188116382761731	0.568550639064187	-5.58988659968118
"285093_at"	285093	0.1167870542	7.0824901789	1.35928897461468	0.188155111369776	0.56857499750355	-5.59004530801032
"8766_at"	8766	-0.105235076400001	10.2984506478	-1.35910099743127	0.188213757337642	0.56859147467538	-5.59028556466708
"57448_at"	57448	-0.093346770500002	7.72309134485	-1.35895274444804	0.188260020156154	0.56859147467538	-5.59047502955003
"347741_at"	347741	0.123531855099997	5.27751151205	1.35893950036354	0.188264153452246	0.56859147467538	-5.5904919544304
"10885_at"	10885	-0.107072667600003	6.7846223881	-1.35887833215778	0.188283244135722	0.56859147467538	-5.59057012071033
"56654_at"	56654	-0.112829440799999	9.9720582865	-1.35871853579661	0.188333124022135	0.568649476587354	-5.59077430908028
"91828_at"	91828	0.0706616729000027	6.66547321525	1.35848048514598	0.188407450074378	0.568781259880948	-5.59107845375215
"80321_at"	80321	-0.145284407400002	7.2076509328	-1.35810405916396	0.188525028049851	0.56885772564905	-5.59155930209627
"10804_at"	10804	-0.274255443200005	10.1070008148	-1.3580057911746	0.188555731938543	0.56885772564905	-5.5916848117128
"5878_at"	5878	-0.0706304801999984	10.0182301899	-1.35800230581875	0.188556821012465	0.56885772564905	-5.59168926313128
"9361_at"	9361	-0.138867215300003	10.50192114835	-1.35793884815895	0.188576650583121	0.56885772564905	-5.59177030815965
"10826_at"	10826	0.0563445527000006	5.44083656535	1.35790828698527	0.188586201080914	0.56885772564905	-5.59180933826791
"96459_at"	96459	-0.0894966132000015	6.5167880867	-1.35766906662584	0.188660971667513	0.568914556064293	-5.5921148245463
"6208_at"	6208	0.0741207759999973	10.253822382	1.35765165023142	0.188666416240535	0.568914556064293	-5.59213706365719
"4071_at"	4071	-0.250585125999999	11.790704143	-1.35677334386246	0.188941146254375	0.569488301114303	-5.59325826884377
"84643_at"	84643	0.103282415599999	4.3220760715	1.35658969922131	0.188998629323527	0.569488301114303	-5.59349262419345
"63897_at"	63897	-0.118293496800004	6.9365658913	-1.35619962851772	0.18912077214103	0.569488301114303	-5.59399031881944
"50813_at"	50813	-0.0649798981000007	9.61341645105	-1.35596555865081	0.189194096335796	0.569488301114303	-5.59428891300078
"54982_at"	54982	-0.0796617036000047	7.7609057448	-1.35579526349906	0.189247456709188	0.569488301114303	-5.59450612500335
"7179_at"	7179	0.0963380818999995	3.51319974345	1.35573598949576	0.189266032443649	0.569488301114303	-5.59458172381437
"55816_at"	55816	0.0715009322999998	3.96816472095	1.35571046097162	0.189274033208577	0.569488301114303	-5.59461428236198
"5408_at"	5408	-0.129548746899999	3.82504086935	-1.3556554693967	0.189291268745323	0.569488301114303	-5.59468441572399
"30819_at"	30819	0.0606742993999987	4.6536726949	1.35565025320978	0.189292903674286	0.569488301114303	-5.59469106805053
"55860_at"	55860	-0.0892679010000004	7.7568300744	-1.35557039880165	0.189317934131342	0.569488301114303	-5.59479290558623
"2937_at"	2937	-0.102944684000004	10.492007775	-1.35555530273787	0.18932266630368	0.569488301114303	-5.59481215688145
"2251_at"	2251	0.0757094555999993	5.7961534664	1.3555527218103	0.189323475357968	0.569488301114303	-5.59481544819816
"84306_at"	84306	0.1158234458	7.6377166366	1.35545871235176	0.189352946760803	0.569488301114303	-5.59493532977118
"54876_at"	54876	-0.101806987500001	5.77619580045	-1.35509545158703	0.18946686086637	0.569488301114303	-5.59539849712111
"51596_at"	51596	-0.0997668010000048	11.2818154465	-1.3550437098017	0.189483090853	0.569488301114303	-5.59546446083275
"1152_at"	1152	-0.1267168581	10.14055586005	-1.35493490414851	0.189517223797813	0.569488301114303	-5.59560316629269
"1132_at"	1132	0.0638967333999965	7.02802773	1.354801702251	0.189559016587423	0.569488301114303	-5.59577295936932
"200172_at"	200172	0.0752760180999994	5.69363733895	1.35474857673694	0.189575687022967	0.569488301114303	-5.59584067480285
"7177_at"	7177	0.137579534899998	6.53835553865	1.35467993974542	0.189597226570562	0.569488301114303	-5.59592815835066
"55239_at"	55239	-0.0642628159999994	8.2123795069	-1.35448365073353	0.189658836323383	0.569488301114303	-5.59617832448378
"8427_at"	8427	-0.0783797461000049	7.42646201245	-1.35447937728912	0.189660177816402	0.569488301114303	-5.59618377055877
"60494_at"	60494	-0.0997229950000031	4.898732922	-1.35447202949376	0.189662484407995	0.569488301114303	-5.59619313455104
"23621_at"	23621	-0.0733873242000032	6.8979421348	-1.35446471469592	0.18966478066312	0.569488301114303	-5.59620245644911
"441608_at"	441608	0.0902112690999983	4.70726685235	1.35442014649434	0.189678771949118	0.569488301114303	-5.59625925276356
"79785_at"	79785	0.0921733379999994	4.3354027011	1.35431652602249	0.189711304649497	0.569488301114303	-5.59639129737444
"10741_at"	10741	-0.129367679800005	8.1703973281	-1.35427832442231	0.189723299540853	0.569488301114303	-5.59643997592021
"55857_at"	55857	-0.249315507900002	8.68039191665	-1.35425434745446	0.189730828356379	0.569488301114303	-5.59647052808153
"55652_at"	55652	-0.0818497014000004	8.02546025	-1.35410125971979	0.189778903766552	0.569488301114303	-5.59666558630138
"38_at"	38	-0.102442326400004	9.8740174501	-1.35396724570722	0.189820997186636	0.569488301114303	-5.5968363263683
"863_at"	863	-0.1084088666	4.594434369	-1.35392295015984	0.189834911911624	0.569488301114303	-5.5968927578325
"56834_at"	56834	0.0629138207999951	8.628002621	1.35367448414692	0.189912978381322	0.569488301114303	-5.59720926885785
"9348_at"	9348	0.0540359529000005	3.66744307075	1.35361135264084	0.189932817940746	0.569488301114303	-5.59728968182126
"55701_at"	55701	0.096627751099998	6.53657630895	1.35348889900301	0.189971304595768	0.569488301114303	-5.59744564663449
"102724152_at"	102724152	0.147067955200001	6.7557068905	1.35348621738399	0.189972147485995	0.569488301114303	-5.59744906198413
"55017_at"	55017	-0.0529217212000006	5.8753555222	-1.35343009758614	0.189989787815974	0.569488301114303	-5.59752053568599
"79727_at"	79727	0.124079199399998	3.8550981314	1.35324944200743	0.19004658268303	0.569488301114303	-5.59775060022291
"221264_at"	221264	0.0738147072999986	4.80888768745	1.35317704820903	0.190069345750356	0.569488301114303	-5.59784278635557
"284434_at"	284434	0.0665598869999968	4.8216999579	1.3531252605681	0.190085630861827	0.569488301114303	-5.59790873010535
"100132215_at"	100132215	-0.0727208076000023	4.1278038645	-1.35305770832098	0.190106874956255	0.569488301114303	-5.59799474452047
"32_at"	32	0.0614697273999987	5.0937433937	1.35293138620594	0.190146606253381	0.569488301114303	-5.5981555810596
"7504_at"	7504	-0.0601284769999992	4.0422428952	-1.35290942991046	0.190153512696395	0.569488301114303	-5.59818353508961
"84817_at"	84817	-0.110972168000004	10.882279952	-1.35287668888425	0.190163811888289	0.569488301114303	-5.59822521917534
"645784_at"	645784	-0.0745631354	3.3054061419	-1.35283293668529	0.190177575500224	0.569488301114303	-5.59828092076315
"57513_at"	57513	-0.0603520822000023	6.7041519709	-1.35271254957085	0.190215451058208	0.569509729839813	-5.59843417962105
"54867_at"	54867	0.0527378255000013	8.31285069805	1.35241772522757	0.190308232260097	0.569695513946383	-5.59880945751371
"337963_at"	337963	0.0872921668999993	7.40241762455	1.35221547038402	0.190371902483501	0.569794107223383	-5.59906686524658
"6233_at"	6233	-0.110128068200001	6.3336569598	-1.35190275399561	0.190470379281646	0.569996829943895	-5.59946479268737
"3263_at"	3263	0.0833265462000021	4.3642622801	1.35179273516959	0.1905050346069	0.570008527530232	-5.59960477180814
"143458_at"	143458	-0.119939197300003	6.01322437405	-1.35149745789013	0.190598069903925	0.570174720182567	-5.59998041163577
"4248_at"	4248	0.1014763556	6.4459468557	1.35135383611359	0.190643334875476	0.570174720182567	-5.60016309655605
"10669_at"	10669	0.0639900017999997	4.6308783663	1.35132366526268	0.190652844835845	0.570174720182567	-5.60020147139099
"3035_at"	3035	-0.0707432407000024	9.51543431365	-1.35102169224047	0.190748048420291	0.570223571039945	-5.60058551655116
"924_at"	924	0.0594567164999997	7.56438393775	1.3509578928129	0.190768167376543	0.570223571039945	-5.60066664657008
"407_at"	407	0.138297881399999	5.1933895239	1.35091452383722	0.190781844606685	0.570223571039945	-5.60072179453586
"6768_at"	6768	0.133048539199999	10.1373279211	1.35088165283451	0.190792211616634	0.570223571039945	-5.60076359229467
"8330_at"	8330	0.0829918621999974	5.6366373481	1.35023833464887	0.190995193703408	0.570662195509685	-5.60158144405978
"1513_at"	1513	0.127755317199997	8.0845103395	1.35022141275434	0.191000535257436	0.570662195509685	-5.60160295248436
"11046_at"	11046	-0.1294539236	8.1328145058	-1.34994974208955	0.191086306758516	0.570813700834431	-5.60194822609352
"79948_at"	79948	0.100652570199999	6.8215898471	1.34986577196385	0.191112823835121	0.570813700834431	-5.60205493419707
"84439_at"	84439	0.0919318564999996	6.49596969505	1.34971302735898	0.191161066762918	0.570865820991904	-5.60224902568823
"126375_at"	126375	0.0821938577999974	5.440499284	1.34939503396169	0.191261532732409	0.571073853330024	-5.6026530384746
"148413_at"	148413	-0.0800441240000023	7.7186229833	-1.34892067273928	0.191411478443442	0.571420068561569	-5.60325556904178
"6647_at"	6647	-0.0715985480000043	11.744608392	-1.34876325442724	0.191461258876851	0.571420068561569	-5.60345548143981
"55184_at"	55184	-0.0589872178000004	5.5008782203	-1.34872262935425	0.191474107409751	0.571420068561569	-5.60350706981471
"286826_at"	286826	-0.0778250962999998	4.61251588435	-1.34838402420994	0.191581224828033	0.571420068561569	-5.60393700198947
"283130_at"	283130	0.0732985874999992	6.51408580985	1.34834415406918	0.191593840815315	0.571420068561569	-5.60398761975392
"55748_at"	55748	0.0780814009999951	9.5749504752	1.34833212721803	0.191597646563696	0.571420068561569	-5.60400288838515
"9051_at"	9051	0.0625134100000002	4.9238104304	1.34825987571179	0.191620510913173	0.571420068561569	-5.60409461252995
"5618_at"	5618	0.0449778785000001	4.09531175815	1.34824864108488	0.191624066359959	0.571420068561569	-5.60410887465117
"79027_at"	79027	-0.0599656853000026	6.84026395445	-1.34795974650408	0.191715511305571	0.571600814424891	-5.60447558591306
"6523_at"	6523	0.215527687299999	5.64758110655	1.34751041524934	0.191857808206393	0.571781096340086	-5.60504581786774
"353514_at"	353514	0.0604446264999998	4.48901752655	1.34745572040571	0.191875134972841	0.571781096340086	-5.60511521844129
"4594_at"	4594	-0.0805667665000041	8.61284104245	-1.34730755779547	0.191922077561344	0.571781096340086	-5.60530320544334
"7286_at"	7286	-0.175541293000002	7.9036375477	-1.34720209092702	0.191955498302035	0.571781096340086	-5.60543700999875
"89894_at"	89894	-0.0930144156000017	7.6913790936	-1.34715919735513	0.191969091890446	0.571781096340086	-5.60549142604257
"54885_at"	54885	-0.074354886600001	5.2962090332	-1.34715461595745	0.191970543845914	0.571781096340086	-5.60549723805202
"80219_at"	80219	0.0635629682999959	9.07335052505	1.34695134207847	0.192034974947466	0.571781096340086	-5.60575509672036
"2804_at"	2804	-0.0845684647000056	10.11297328035	-1.34683523440975	0.192071784881337	0.571781096340086	-5.605902367909
"1407_at"	1407	-0.126585704500007	8.31404176235	-1.3467788857367	0.192089651258603	0.571781096340086	-5.60597383682761
"112714_at"	112714	0.0954443834000012	6.0829382496	1.34675685369375	0.192096637276568	0.571781096340086	-5.60600178012579
"8195_at"	8195	-0.121836866200004	8.5148105786	-1.34669818621975	0.19211524079521	0.571781096340086	-5.60607618636401
"27201_at"	27201	0.077501239500001	5.06621744385	1.34625380828527	0.192256199582057	0.571946803767686	-5.6066396893989
"402569_at"	402569	0.0921202698999988	9.08258736365	1.34624731237848	0.192258260718141	0.571946803767686	-5.60664792551444
"118670_at"	118670	0.0866898511999992	4.9276089107	1.3462308931461	0.19226347057987	0.571946803767686	-5.60666874319735
"400673_at"	400673	-0.0746174338000012	6.118196888	-1.3457371692838	0.192420182267666	0.572321154991219	-5.60729462809974
"6299_at"	6299	0.0650880210999993	3.88512536015	1.34496259564744	0.192666240382529	0.572814104840675	-5.60827615226561
"26959_at"	26959	0.0570722159999963	10.760586791	1.344961030284	0.192666737900747	0.572814104840675	-5.60827813538163
"100130733_at"	100130733	-0.0814875715000021	4.00623802115	-1.34492367633242	0.192678610377391	0.572814104840675	-5.60832545750271
"8436_at"	8436	-0.197676496800002	5.6199881477	-1.34473857437675	0.192737451166714	0.572895159776383	-5.60855993893249
"338761_at"	338761	0.0813439093999975	5.2587799816	1.34464349967284	0.19276767930768	0.572895159776383	-5.60868036607505
"7748_at"	7748	-0.104378815300002	8.66126334915	-1.34450364890944	0.192812150370947	0.572935479359992	-5.60885749616203
"23387_at"	23387	0.0849924734999963	7.56964370805	1.34429564313944	0.192878308937946	0.572984799248414	-5.60912092033597
"10645_at"	10645	0.105560510299998	8.17988657805	1.34425712453387	0.192890562172143	0.572984799248414	-5.60916969758586
"400624_at"	400624	0.063444488900001	4.59762070385	1.3439012882351	0.193003786967929	0.573192947407226	-5.60962024802706
"57685_at"	57685	0.0911704603999999	7.1086330497	1.34384258818965	0.193022469964039	0.573192947407226	-5.60969456282019
"115098_at"	115098	-0.0766886423999988	9.5102899532	-1.3437131116672	0.193063684662195	0.573223518570218	-5.60985847162542
"132430_at"	132430	0.103709804899998	4.40752014145	1.34354151449825	0.193118317784931	0.573293914077636	-5.61007568194233
"57158_at"	57158	0.0625647394999991	6.26780021515	1.34335646866109	0.19317724632443	0.573377036440699	-5.6103098896378
"79628_at"	79628	0.0838607836000014	5.2015595645	1.3432004439134	0.193226943979997	0.573432738025478	-5.61050734500805
"6857_at"	6857	0.0483831273999984	4.0741728342	1.34279619483406	0.193355753873459	0.573703123879763	-5.61101884813613
"23463_at"	23463	-0.0868860500000004	9.7418941211	-1.34268814344754	0.193390194794461	0.573703123879763	-5.61115554542451
"6193_at"	6193	-0.0517979020000041	13.739068678	-1.3425668417597	0.193428864941292	0.573703123879763	-5.61130899482275
"718_at"	718	0.402886045799999	7.6353052107	1.34252615298534	0.193441837605718	0.573703123879763	-5.61136046443644
"5071_at"	5071	0.064560585199998	5.7158405178	1.34224638342074	0.193531054118324	0.573875913675562	-5.61171432580303
"2239_at"	2239	0.1727477964	6.1777022245	1.34194800336382	0.193626241038872	0.574036903407065	-5.61209165791618
"6330_at"	6330	-0.197285217200002	5.3404621307	-1.34188209060141	0.193647272987097	0.574036903407065	-5.6121750018285
"389257_at"	389257	0.0668679663999967	5.0214707958	1.34158214851426	0.193743003489078	0.574228863578581	-5.61255422245468
"286238_at"	286238	0.0965748503999988	4.5994038735	1.34126088623041	0.193845579881622	0.57444104946058	-5.61296031933965
"84767_at"	84767	0.1434408891	4.78216906435	1.34104011936795	0.193916093664614	0.574558168522977	-5.61323933587387
"4719_at"	4719	-0.0599984346000006	8.7481951335	-1.34086130700137	0.193973221799964	0.574635595869213	-5.61346529981588
"6856_at"	6856	0.101520713999999	11.957709658	1.34065377456588	0.194039542196544	0.574738230107584	-5.61372752530524
"55049_at"	55049	-0.0770512766000007	9.7410142528	-1.34055889007751	0.194069870029315	0.574738230107584	-5.61384740424881
"4825_at"	4825	0.0723096204000004	5.1228662157	1.34026345384776	0.19416432387348	0.574792464683996	-5.61422061849141
"51761_at"	51761	0.0693588064999977	4.46401379635	1.3401151183459	0.194211761803204	0.574792464683996	-5.61440797941991
"374291_at"	374291	-0.0634262689999971	11.0465222325	-1.34009914579958	0.194216870392134	0.574792464683996	-5.61442815312488
"4832_at"	4832	-0.0920689581000076	10.15680387405	-1.34002181039442	0.194241606501421	0.574792464683996	-5.61452582671339
"1476_at"	1476	0.0544759060000022	14.292504031	1.34001681076802	0.194243205741692	0.574792464683996	-5.61453214101173
"10435_at"	10435	0.100523791800001	7.8517965211	1.33985419188769	0.194295228603282	0.574854650985677	-5.61473751036725
"831_at"	831	-0.0754981070000014	11.7309396645	-1.33960420612108	0.19437522206592	0.574999559897893	-5.61505317334444
"11037_at"	11037	0.0764436801000006	4.05228798315	1.33949174514945	0.194411217124169	0.575004799129821	-5.61519516431437
"3827_at"	3827	0.070694145400001	4.2127805018	1.33939648705353	0.194441710204835	0.575004799129821	-5.61531542742539
"55647_at"	55647	0.1011753309	7.00766719935	1.33925309779789	0.194487617643027	0.575004799129821	-5.61549644242582
"146310_at"	146310	0.0707298704999983	6.52549940785	1.33921112583201	0.194501056979509	0.575004799129821	-5.61554942486604
"1456_at"	1456	-0.105872717000003	8.0467182675	-1.3387983052355	0.194633280165041	0.575272841895417	-5.61607046585888
"869_at"	869	0.0759957187000007	4.54014388955	1.3386994922674	0.194664939652847	0.575272841895417	-5.6161951624532
"6637_at"	6637	-0.0868019560000004	12.580927699	-1.33863746126372	0.194684816335932	0.575272841895417	-5.61627343824709
"347735_at"	347735	-0.0770297630000041	12.8467888935	-1.33847650543022	0.1947363990796	0.575333562157243	-5.6164765312337
"60491_at"	60491	-0.0680082911	8.74006815745	-1.33811752932933	0.194851481563486	0.57555160549831	-5.61692941075835
"5631_at"	5631	-0.0874640563000018	8.95549804665	-1.33805263217782	0.194872292341167	0.57555160549831	-5.61701127322846
"79006_at"	79006	-0.0935285080000021	10.561973488	-1.3378925290826	0.194923640580487	0.575597782797053	-5.61721321593692
"8812_at"	8812	-0.0753889207	10.20443842215	-1.33781028164799	0.194950023096321	0.575597782797053	-5.61731694911235
"84726_at"	84726	-0.0503476317000011	7.65575368875	-1.33682844601644	0.195265183200689	0.576350438745505	-5.61855485764032
"58486_at"	58486	-0.0849034219999982	10.598186031	-1.33682242140782	0.195267118278252	0.576350438745505	-5.61856245116525
"23259_at"	23259	-0.0951690159000007	7.87649865655	-1.336475045466	0.195378719356341	0.57649799894051	-5.61900024127143
"11249_at"	11249	0.0529445569999996	3.8518180375	1.33647322432036	0.195379304565685	0.57649799894051	-5.61900253616777
"54777_at"	54777	0.0572220264999999	4.98098347695	1.33592823226357	0.195554494869885	0.576704689656865	-5.61968918341048
"23170_at"	23170	-0.100785816599998	8.9968559264	-1.33590020036722	0.195563509190596	0.576704689656865	-5.61972449501818
"128637_at"	128637	-0.0903071557000015	9.21738434055	-1.33579767592853	0.195596481132204	0.576704689656865	-5.61985363910472
"54538_at"	54538	0.0726425197000005	5.81156604595	1.33575117537153	0.195611437186967	0.576704689656865	-5.61991221040427
"63978_at"	63978	0.0764446576999998	4.38851763245	1.33572028430031	0.195621373232008	0.576704689656865	-5.61995111931466
"55143_at"	55143	-0.143744142099997	6.26374065655	-1.33567481385852	0.195635999420251	0.576704689656865	-5.62000839032039
"11146_at"	11146	-0.105309630200001	6.8240605495	-1.33551733311841	0.195686661884607	0.576723627323996	-5.62020672801909
"2124_at"	2124	0.0847272733000004	5.90841623815	1.33539530731903	0.195725925370405	0.576723627323996	-5.62036039875631
"56106_at"	56106	0.0655379262999998	4.00149951985	1.33529769797094	0.195757336976986	0.576723627323996	-5.62048331260529
"27184_at"	27184	0.0941287137999982	4.2479325984	1.33526811343857	0.195766858339172	0.576723627323996	-5.62052056521294
"84292_at"	84292	-0.106207322400001	7.9620185932	-1.33491830820185	0.195879465752335	0.576895827543088	-5.62096098442806
"150678_at"	150678	-0.0588199194000065	10.1475519453	-1.33481522996317	0.195912657837301	0.576895827543088	-5.6210907456226
"7442_at"	7442	-0.0728343035999979	4.6702328978	-1.33471843851149	0.195943829540589	0.576895827543088	-5.62121258493388
"51008_at"	51008	-0.0574157238000019	8.8795414367	-1.33463568927169	0.195970482033183	0.576895827543088	-5.62131674225868
"23246_at"	23246	-0.079684652100001	9.70997075835	-1.33460334371614	0.195980900904384	0.576895827543088	-5.62135745446418
"1261_at"	1261	0.065295685799998	5.0119325167	1.33418185031484	0.196116708461589	0.577203946367581	-5.62188789722536
"55084_at"	55084	0.0757222023999988	5.3458588005	1.3338009733932	0.196239492660092	0.577440409449185	-5.62236710326673
"80111_at"	80111	0.0618334887999969	5.4769269929	1.33373940509579	0.196259346239782	0.577440409449185	-5.62244455551491
"8727_at"	8727	-0.186524546300001	8.92763234255	-1.33357452853323	0.196312520810164	0.57746872498358	-5.62265195358724
"26284_at"	26284	-0.0842537459999999	8.2306915014	-1.33351640876851	0.196331267790685	0.57746872498358	-5.62272505722949
"346157_at"	346157	0.0630588293000001	4.52177601325	1.3334069612106	0.196366574761192	0.577480953283271	-5.62286271420702
"9650_at"	9650	-0.0935108871000017	7.60219335455	-1.33314192332128	0.196452094653563	0.577600500417357	-5.62319602446469
"5949_at"	5949	-0.0713811444000001	4.0829754382	-1.33308787667109	0.19646953749565	0.577600500417357	-5.62326398638789
"2906_at"	2906	0.0825971934999989	6.27759326085	1.33284078058901	0.196549299964169	0.577681703810206	-5.62357467215593
"6478_at"	6478	-0.0925656578000034	9.7122206499	-1.33269859872375	0.196595207696411	0.577681703810206	-5.62375342222155
"389090_at"	389090	0.0578356076000004	4.7573465209	1.33269714698686	0.196595676477113	0.577681703810206	-5.62375524725224
"196374_at"	196374	0.203233545199996	8.197017581	1.33261625087455	0.196621800045439	0.577681703810206	-5.62385694201616
"51100_at"	51100	0.0712073569999969	10.2229906965	1.33249856637719	0.196659808450999	0.577701820452079	-5.62400487427905
"6280_at"	6280	0.0519979869999982	14.3525491135	1.33194516556193	0.196838616836932	0.578023625677436	-5.62470036472248
"51097_at"	51097	-0.1076907695	7.04154210275	-1.33193209801124	0.196842840610965	0.578023625677436	-5.62471678451468
"55256_at"	55256	-0.0740213130000011	10.4468689645	-1.33187006287982	0.196862892956865	0.578023625677436	-5.62479473177202
"57554_at"	57554	0.0537384069999982	3.6540710203	1.33158995876018	0.19695345425368	0.578180986158322	-5.62514664497312
"26151_at"	26151	-0.0712191446999988	8.84968714765	-1.33151139363673	0.196978861242568	0.578180986158322	-5.62524534028135
"84725_at"	84725	0.0513348193000001	5.79891123885	1.33132985042427	0.19703757990068	0.578212591152556	-5.62547338022783
"100288287_at"	100288287	-0.0858257961000022	3.55572681885	-1.33123586869811	0.197067982907091	0.578212591152556	-5.62559142218703
"29969_at"	29969	-0.0859444508999996	5.99261842695	-1.33111381634958	0.197107472224793	0.578212591152556	-5.6257447106233
"84962_at"	84962	-0.0918200139000032	10.01619173705	-1.33109245377045	0.197114384599178	0.578212591152556	-5.62577153917288
"10652_at"	10652	-0.0820736325999967	9.6057779627	-1.33097223677843	0.197153287231515	0.578235214678856	-5.62592250890158
"130540_at"	130540	0.0692315614999992	3.45609348235	1.33068131658629	0.197247454913161	0.578419893488627	-5.62628780183478
